Animal	Species	Farm	Yield
2550	5	36	11.942046515
1556	4	36	11.919304624
1161	5	3	4.6817482087
833	4	67	13.476166953
1246	5	10	9.6993071396
648	1	69	12.572486318
1410	2	73	8.4836261447
882	1	16	3.2903376194
2640	4	69	12.351251037
619	3	98	13.687398336
634	2	6	4.2125791471
2655	4	93	11.04437805
2162	3	96	10.221713884
942	3	84	15.555405219
2238	2	59	6.5220516635
557	2	71	10.401451322
2015	4	63	8.6986357174
111	2	10	4.5450092148
2207	4	89	13.064419793
2346	2	19	10.56363555
1007	1	49	2.4999551771
1342	2	7	5.464915848
2929	1	1	1.1752845987
2671	2	59	15.6028286
1519	3	83	16.168142073
1653	2	49	8.5724434531
1164	4	77	16.675090777
47	1	53	4.4494271881
1441	3	30	0.4963387048
1580	3	9	-0.677286596
458	1	11	-1.347296673
1427	2	28	11.420490605
1949	2	95	12.444796145
2910	2	98	14.027750143
2019	5	79	10.882175807
2091	3	53	11.42192475
133	5	47	12.538004414
1873	2	3	2.3995103511
852	3	31	1.3491303813
2817	4	74	9.0250077966
1454	4	4	2.7416999772
1156	5	42	9.765574083
1703	3	5	7.9058997433
2101	5	100	20.38377097
1170	5	88	11.074951635
114	3	53	11.719785077
2558	2	81	10.437037068
1005	2	31	6.1514634446
115	1	97	8.0681962327
2478	5	69	11.187604885
970	2	3	4.6289899311
1552	5	29	14.403515911
2244	5	6	5.9154435254
2000	4	9	3.2739505806
2793	5	36	7.4726419492
1825	2	33	5.8238230363
141	3	2	5.7974739326
2594	3	66	12.860721661
882	1	16	4.9248150949
924	3	100	13.938347283
1390	1	83	9.9480763547
2469	3	41	8.3748157218
2511	5	4	8.1506336688
332	3	49	5.3060932143
460	4	92	18.42192436
1058	1	65	10.04073463
2673	5	13	5.4785736018
1494	2	16	4.6102891298
1147	4	29	5.8002996487
2328	4	19	7.1809291163
1437	5	90	15.968760805
2603	1	22	4.9296945532
268	5	9	6.9107055221
644	3	75	9.9102263614
2078	1	53	5.6978162609
2095	2	100	14.29340607
1792	2	52	4.5247435944
509	5	43	8.0094196121
888	5	92	14.849692755
2663	5	19	15.776675192
2863	5	65	11.794317462
1028	3	15	5.253776927
800	4	43	8.2257479675
2971	4	37	15.095303529
671	1	10	9.6576982155
842	3	92	14.617013288
557	2	71	9.2280854733
149	3	19	8.5431088511
727	2	76	10.306565715
1139	5	93	13.938944515
2388	2	51	5.746118445
1919	1	76	2.121672924
1587	4	22	6.2446808589
1530	2	96	9.8097710595
2839	3	63	13.101281411
985	4	19	5.9902377671
926	2	20	2.9913404414
2433	2	30	12.353027787
2490	1	42	7.3637636963
2179	3	53	4.8711254288
1714	1	55	10.407885199
1423	5	40	15.964445525
2004	1	13	2.6094588576
182	4	34	11.991106963
661	5	44	9.0108795244
1294	5	88	18.695181202
2729	4	43	12.986867897
1641	1	32	9.4585077866
1053	2	42	1.8045619351
1778	1	19	2.482947255
719	1	25	3.0463863239
1686	2	71	7.9735135693
480	2	60	14.148041923
240	1	26	5.0260736813
181	4	36	8.795905376
2396	1	46	11.726213254
675	2	30	12.039399211
2324	3	79	13.048122517
2613	5	35	7.9085572638
426	5	21	6.9266520361
1980	2	57	6.3325387917
2727	2	73	11.836948179
2898	3	55	12.195938719
2303	4	51	7.2895881738
767	4	6	6.5282330333
267	1	34	2.3028069719
1674	4	96	18.921551435
515	4	78	12.617144193
2255	1	32	8.8178919852
1944	4	58	5.1921485804
1124	1	81	7.809182072
512	4	70	11.930286029
109	4	98	10.100771057
128	4	58	8.1791320316
82	3	87	0.5003899904
1791	1	97	13.750604982
205	3	40	13.467207544
2230	1	16	-1.390457016
51	3	94	15.986312387
600	1	39	5.7142129001
1378	3	15	2.9951328733
1798	4	38	5.5988708337
388	1	18	4.0429996761
1166	4	86	16.41659641
2416	2	44	7.1424260456
2668	4	79	10.209574783
1042	4	46	2.3179179799
1370	4	68	12.021454972
1307	1	42	3.997119324
2248	3	52	6.8590078288
286	4	62	13.29042455
1350	4	36	10.54514887
2590	2	95	12.534035182
2037	3	48	10.454502591
2805	3	90	14.947101986
147	1	94	12.843792829
1278	1	93	4.1563702656
2064	4	31	5.8994821852
1657	2	37	3.8114734833
2023	1	34	2.6814609307
864	2	76	9.2204745337
1116	5	34	9.4658319318
2776	4	94	14.576814291
656	4	29	10.422959414
608	1	80	13.5947164
2809	3	100	14.202599188
2046	4	33	5.8706613394
2362	2	29	3.1154524756
28	4	72	14.027748098
1797	4	78	7.5955614698
2644	2	8	6.3788721532
80	3	55	3.8448497071
551	3	30	4.6443679396
917	4	71	12.473560484
2251	4	41	5.1070374472
1158	5	38	18.804985697
453	3	45	7.2579125606
1444	2	36	6.5830723428
2466	4	44	13.275771741
2113	1	9	5.9059817477
1194	3	65	8.6898137839
595	1	100	12.194127685
943	3	94	15.487341487
938	2	52	12.085767072
56	3	24	4.1266351433
1275	5	21	14.928308069
471	3	52	5.3821663937
2856	1	88	14.53618289
535	3	81	12.745904706
1498	3	43	5.8196877238
2122	1	83	13.650457165
51	3	94	15.609155907
1235	5	21	13.452383962
744	1	16	2.7162185802
2696	4	93	11.012185428
1794	2	80	15.730954784
1883	1	29	8.0480820196
2385	4	80	4.9936840882
1941	3	14	4.0870053269
325	2	53	10.147690979
1072	5	73	7.5842734994
1874	5	16	5.546254522
661	5	44	9.8529316538
2105	1	38	5.3500418181
2746	4	41	13.105980929
2502	3	59	14.731456707
2980	2	87	9.8358297562
127	5	70	13.902771955
2469	3	41	3.6491246018
1002	3	89	14.286721889
2925	4	9	7.5472549109
714	2	32	7.0927689126
2602	3	8	7.626804892
2614	3	43	5.7273458634
2347	5	47	13.948231977
2994	5	16	8.3507815539
1160	4	61	17.87336023
981	5	41	8.4449202007
2240	4	86	10.812677547
2612	4	38	14.750069007
2031	3	45	10.446261776
464	2	66	8.1818786918
132	2	36	3.9025169567
2940	5	94	7.1595263807
1960	5	59	13.912106528
2810	5	52	13.590043126
1302	4	16	3.7132567553
2367	1	34	8.2618294537
476	4	68	8.1786874675
2659	3	43	11.803807272
1339	5	8	5.8397650215
482	3	87	6.1052202907
1361	3	90	11.765760255
1921	3	32	0.9938443192
1892	1	70	8.4117413416
884	5	87	13.132894468
1541	2	30	7.1061685031
894	5	60	9.7913475168
1926	2	87	6.6942138604
2149	3	92	15.052909446
243	3	97	11.971032947
2549	4	54	5.6770005748
2185	2	64	12.690227849
2057	3	95	13.249968669
1241	2	33	6.02940452
2705	4	80	9.1352115505
46	5	94	16.250547414
1784	4	93	14.978965336
350	3	85	11.651195419
45	5	47	15.485755339
846	4	71	14.622134808
166	2	81	15.354303146
1515	2	35	13.104484607
56	3	24	5.0603110998
2857	3	12	1.149507986
1901	2	56	9.4777056796
1916	1	73	5.7787974074
2522	4	29	11.426802373
2081	3	40	2.3172941407
2143	1	26	6.2693812508
122	2	32	10.898026601
2197	3	16	4.9045351553
137	3	88	10.818196794
1867	3	38	4.3773789712
1391	1	93	12.812531901
1691	4	88	11.352088579
1650	5	68	8.8601429603
2898	3	55	14.720740702
529	3	73	7.6161250025
628	2	23	1.7195761738
1643	4	3	5.715826338
426	5	21	2.1146187271
1659	1	58	3.0017485591
1901	2	56	7.4571934719
2330	4	56	9.9537527344
1622	3	29	7.3084671917
2001	4	53	21.376551084
322	4	87	10.561609177
1819	4	30	11.273934946
2350	1	23	4.6447993447
1508	2	96	8.0421799097
2453	1	77	8.9591265528
2687	1	42	2.3764884607
2527	2	31	-3.466783724
2956	3	94	13.501759664
2289	1	75	10.664006762
2825	4	96	21.826195078
2497	4	82	13.376009288
2805	3	90	14.837093565
2471	3	2	5.4432164651
2206	3	3	6.7316646362
1803	4	35	7.4906538898
416	1	31	4.8353072163
289	5	68	13.297340756
1998	5	89	16.666997966
2750	4	93	9.0958917982
465	4	38	8.9934506222
1983	4	60	9.76841762
2256	3	5	8.6529338903
2629	5	17	1.9232961413
2923	5	51	7.4661001933
2725	2	86	11.122205003
959	2	75	7.4295080158
2976	3	36	6.055557693
2357	2	6	7.2894891719
2453	1	77	7.7895884469
1045	2	84	13.727424666
2888	1	91	15.071730493
1679	3	52	10.163328692
2394	2	30	5.9387928147
1307	1	42	12.912344771
181	4	36	5.011756853
210	3	47	6.3463137094
858	3	84	12.983906492
830	5	39	7.9517304731
13	5	3	9.1454321051
2440	1	50	3.7990745504
317	5	14	3.0271868314
579	4	5	7.6865295785
1921	3	32	13.532643285
602	1	17	8.5958256358
1073	2	38	10.200660927
1002	3	89	7.3307396026
559	2	80	17.861726262
845	4	49	12.269089454
1714	1	55	9.2574242394
2083	3	7	8.8810155925
2772	5	95	13.982056354
733	2	3	-2.934644953
1337	3	38	6.545843559
1863	4	100	9.5557211627
2786	4	2	9.9923550472
314	3	92	14.082657473
2942	4	35	7.4029542951
1672	2	66	10.896393022
2275	5	12	11.145250515
361	4	13	4.607246105
685	1	80	13.029743528
2619	2	54	11.022593082
854	1	35	7.4680361234
2464	5	53	18.020175481
1998	5	89	15.603528914
1485	3	2	4.9125802108
2011	2	64	7.7363093065
1211	3	90	11.371234171
801	4	5	4.62322866
1896	4	73	13.527063162
2771	1	89	9.2398507583
2896	1	47	10.330991795
2871	3	95	12.9740843
1354	4	66	16.179852511
2323	2	32	6.7621364157
1302	4	16	5.176137013
2908	5	71	14.66600475
2300	2	55	6.1116926466
1418	5	30	9.5073497105
2695	4	13	2.7912384976
1242	5	87	18.679086641
2281	5	89	15.215846775
2090	3	85	10.120963104
1463	2	11	8.8959962921
2249	3	82	10.978194365
354	5	98	12.446164202
2284	5	94	12.135177029
2221	3	6	7.831171037
2873	2	95	13.007560143
877	2	41	2.0322291032
1492	2	39	3.0689596591
1026	2	81	8.8020057719
481	4	99	12.958241882
1151	4	27	7.7109785382
705	2	43	7.6497442809
1308	2	73	8.0557594899
953	2	40	14.655909201
1340	5	18	6.2340661339
715	3	95	13.033711289
385	4	68	11.198729723
1793	2	88	10.670149721
1619	1	68	8.4780640773
49	2	78	10.451283681
320	5	25	7.7123094489
603	3	36	12.363972965
742	2	78	5.2025209457
1316	1	75	7.0704486662
2475	4	89	16.973501311
1210	2	93	11.922445217
356	4	32	0.7309239503
1117	3	84	6.8264031504
2174	4	40	6.6540498665
1091	2	33	4.2887313494
620	3	74	13.72580822
1328	2	65	11.133061602
2836	5	54	14.066176604
631	2	24	1.0503721679
639	2	27	2.9586321706
2375	5	84	10.855664315
1174	5	92	17.635355798
2416	2	44	8.2022761747
1760	2	69	15.961192357
87	1	65	9.1259531065
2616	2	69	8.2273826392
838	5	23	9.4104837376
1119	1	62	8.3681301086
2450	2	17	8.6463154998
1946	3	1	9.3897454184
1257	5	8	5.919378633
2786	4	2	13.189666947
2982	1	61	5.3348774135
2118	2	96	12.553830883
2777	5	41	9.0986292988
2185	2	64	11.390323047
2062	2	63	6.4493176862
298	3	81	10.847033456
411	4	78	13.154813295
2333	2	24	7.3078047912
62	5	99	21.048603666
1073	2	38	4.1252044345
131	4	17	7.4680348203
953	2	40	14.871407355
2954	1	35	6.7025212306
1471	3	45	8.6127356449
640	4	30	7.6504878622
437	4	76	9.3397194211
2676	1	15	-0.30926163
1209	5	2	11.138599254
2925	4	9	1.1001729253
1052	3	48	7.8941948597
2541	1	82	12.167138235
986	5	64	17.349172504
1889	1	81	7.3023622521
1845	5	6	11.236836308
2271	3	29	6.2170001365
921	2	76	14.209501003
810	4	89	12.391758884
897	1	91	18.060439416
2973	4	47	7.6888632011
818	4	82	8.0958176521
1474	2	4	5.9005076417
373	2	84	7.6453111074
189	5	43	6.1130649497
2882	1	77	11.782214045
1984	3	88	17.848094294
2514	5	88	17.851973158
2585	3	45	9.6301632413
1345	2	62	14.670991707
1908	2	73	8.6826038846
1894	2	26	7.0176414903
747	2	94	16.049364995
2994	5	16	4.7204945789
2655	4	93	15.046819492
2441	2	80	19.660336919
1827	3	48	3.9126796575
679	5	43	7.7555864696
2670	1	3	-1.05017586
1034	1	93	12.927106397
2736	5	38	3.7670988337
281	2	43	10.79334014
2704	4	23	5.32788709
2608	1	65	11.05055711
559	2	80	15.660284399
836	1	56	8.6889445308
1471	3	45	10.695748498
2142	5	3	5.1466353499
2958	5	89	25.536361642
2032	3	52	6.0317243597
27	3	5	6.9958131269
26	5	46	7.9028952099
2121	5	15	6.7487816829
2	4	8	6.7166687162
1082	5	32	10.193486484
1099	5	4	8.4854511271
2579	3	59	5.6289316856
2459	2	70	7.2196159168
1612	4	53	10.226568389
1161	5	3	4.0518863618
2702	1	19	6.7636935886
1888	4	36	7.0128039717
179	3	39	6.190123008
1030	2	94	8.3422607347
2766	4	35	9.5499839327
208	4	74	13.463521423
1508	2	96	13.737327013
116	3	56	4.5207702457
2699	5	18	9.0314977683
2129	4	51	7.2588649927
1735	4	51	11.186532668
2678	1	94	10.957719809
2083	3	7	13.424842706
2384	1	31	6.078443431
435	5	32	12.22374561
2941	5	5	-0.053571073
477	2	94	11.824037409
2360	5	92	21.293945864
2899	5	7	3.5591569707
123	5	19	9.5138340122
288	1	96	8.2085878791
698	5	57	11.440989229
2675	2	11	2.305663997
2372	3	96	14.051843579
2574	1	74	12.759820169
1154	5	21	10.307880592
2078	1	53	7.2642695025
302	1	90	15.705978454
682	4	7	9.6320294459
518	2	14	8.7582811015
2001	4	53	18.631953246
1197	3	10	1.14426307
2208	4	98	10.745375005
1980	2	57	6.5739189146
989	1	84	15.291584963
2366	2	79	15.515292074
1515	2	35	12.094936472
1143	5	92	13.427559612
2829	1	27	0.3424226732
2465	4	48	7.1338126494
2610	3	35	6.8091142477
1406	1	74	5.2278860215
929	5	71	9.421586011
2842	1	87	8.1557329175
1700	1	52	8.2818131741
1136	1	79	6.6539089382
55	1	35	7.5876300538
40	1	100	14.602565855
2470	5	89	16.547636917
2218	5	67	13.552183748
2730	1	75	9.5214690086
1992	3	58	12.929720103
1780	1	71	14.434999012
1951	4	89	11.324712619
1549	5	65	8.0248147733
380	5	100	20.42081453
1361	3	90	9.5189071944
1720	5	94	12.275481301
959	2	75	8.6338996779
2970	3	36	6.6717465189
1523	4	100	12.527375674
677	3	88	16.189687227
1282	5	72	8.6718230621
984	5	72	12.414217132
2019	5	79	15.352303105
2817	4	74	7.6885480952
728	3	45	3.4138457994
2244	5	6	7.0861884646
2522	4	29	11.91256286
1253	3	70	15.429285673
46	5	94	19.597009687
2458	2	7	10.359723424
2022	5	50	13.949763811
1436	2	62	6.64994924
1564	3	64	15.010132571
481	4	99	14.473065323
732	3	99	20.702793177
2271	3	29	4.2562531433
2572	1	3	6.6675016637
1047	3	73	6.7554523148
1106	4	10	5.3744194752
2970	3	36	5.6071161614
243	3	97	15.194311178
167	4	4	3.6337276948
1469	4	33	8.5952270224
677	3	88	16.271093665
183	3	55	8.689009948
278	5	99	17.550144123
2878	4	94	16.781670773
1162	3	66	18.393266142
7	1	21	1.871977449
1045	2	84	9.9320714964
276	2	57	13.173728549
113	4	83	11.132968101
2990	1	1	7.3089792033
2696	4	93	16.963876838
596	4	98	17.526826818
1046	1	51	8.3127359563
410	1	45	7.4919016985
1938	1	41	10.259564486
2413	4	83	16.59982495
2393	3	17	2.5280679747
150	3	16	0.1374376629
1121	3	74	9.1679688493
1781	5	58	9.1691198886
2415	3	20	6.3081342291
186	4	36	10.716668502
1843	4	100	20.664611529
1733	4	53	8.1607465742
1655	3	100	9.8059087739
255	5	26	10.008225654
1961	1	57	7.6517226491
1648	3	67	12.168455385
549	5	58	12.316357384
1060	1	67	9.6770500012
1395	3	97	17.14139625
2797	2	98	10.343511069
515	4	78	11.250447651
1987	3	58	3.3722093042
1267	4	90	11.642962762
4	5	46	9.8496132571
2988	4	75	7.628625517
2815	4	31	4.3697854044
1979	4	76	13.771461297
1895	1	31	-0.586918747
1520	5	22	7.6048094071
2974	4	83	11.361272339
1421	2	45	7.0906774705
2061	3	36	6.1578001112
556	4	23	3.8916940206
1021	2	42	9.7217975582
1510	4	78	11.579770532
2495	2	93	17.973699101
2414	1	7	7.513009718
2612	4	38	11.412693609
926	2	20	6.2830963439
2931	3	65	6.0064333756
1921	3	32	6.4514771002
802	2	92	16.441222313
2322	3	82	16.232631657
2756	1	40	8.247620212
117	5	7	4.3425792278
2603	1	22	-0.086342328
452	2	75	9.4471150461
471	3	52	15.055820732
397	2	36	8.7455536568
1110	1	53	14.393638385
557	2	71	9.5330379927
1404	1	46	3.0156005505
1897	3	72	7.7986138274
703	2	12	-0.778924799
1249	4	54	6.2893616495
1689	3	72	10.806944439
845	4	49	9.5212118606
1913	3	90	8.6966895368
1033	5	87	21.151039223
2242	5	59	8.9691930324
1704	1	61	6.8981441123
1980	2	57	12.865513849
2759	4	42	7.861630443
1386	4	60	16.296825696
21	1	83	12.16758686
2123	3	35	0.6199876574
2328	4	19	7.9344221605
1068	2	96	17.271126442
1625	4	36	7.9543808255
1553	1	48	8.8880844906
1269	3	12	2.0192361884
2331	4	34	4.3046142086
1268	1	41	3.3655411516
1422	3	13	3.3045204587
1839	4	11	5.3373716339
478	2	62	7.8556396451
2886	4	31	11.507260599
1522	2	52	8.5825348694
370	5	46	13.507179682
467	2	3	2.9719958031
548	4	19	12.643797664
2595	4	7	6.144267898
1088	2	94	14.113486818
2557	2	73	8.2816147387
2933	5	76	11.948182623
2815	4	31	10.618603253
2055	2	90	10.284299446
50	1	10	7.0286358933
1867	3	38	3.8383625229
910	3	45	4.500892511
2925	4	9	4.8857412157
908	2	65	6.6096278933
640	4	30	10.706885045
2347	5	47	4.8631500448
1778	1	19	-0.470568729
520	3	7	1.328212346
2336	3	29	8.1573425301
636	2	73	6.6609902817
168	5	31	12.540462185
2474	1	18	0.592264997
1241	2	33	7.4416266947
632	3	70	12.385097507
1756	3	58	10.49079532
2680	2	70	14.450430782
1215	1	61	4.8080407285
1397	1	99	11.54537612
1725	2	43	8.5675046198
2133	3	74	15.495250599
2584	3	74	11.95175693
516	3	58	8.2986967257
1043	4	18	7.7046649438
432	5	42	3.7459113738
2418	4	15	8.6467227895
486	2	100	20.982379839
1608	2	19	4.9431045803
2740	5	70	13.613688757
265	1	75	4.7549600642
1022	5	75	7.9031222217
246	2	61	9.6022755596
2028	1	38	8.1435992854
2232	3	91	12.047240613
2598	1	98	7.3358059861
216	5	71	14.003492092
1167	4	94	12.041123185
815	1	83	15.99996585
1803	4	35	8.5767408745
1765	5	27	10.348530201
197	3	44	10.748802271
1787	3	84	17.5019738
860	5	69	8.3225263509
1054	5	86	20.988914337
322	4	87	14.167685136
290	4	5	6.3690154041
621	5	20	9.4701710391
1520	5	22	9.7462114545
2100	5	27	10.254187143
2410	3	97	14.252779369
1625	4	36	8.6816446569
872	3	42	5.5814680361
24	5	5	6.780884204
748	2	36	7.1198695717
2637	5	17	9.0659815161
887	2	53	5.635435229
1608	2	19	2.3170249432
927	1	46	3.5206931633
2194	4	33	7.703636482
2485	4	63	10.164347893
2031	3	45	7.3785901973
2537	4	21	8.0318549465
1694	3	49	6.9347867504
2923	5	51	7.0681425278
2473	3	100	15.70920254
1521	1	79	8.4929250288
1068	2	96	10.59881838
2747	4	47	9.9425122753
2500	5	33	6.339198866
94	5	3	7.7352472418
702	2	67	9.3103823636
2312	1	23	3.002347132
1901	2	56	2.1465585153
1597	5	11	11.701959432
450	3	79	7.5622319972
1848	2	89	9.0756974736
491	5	84	21.350587735
1773	5	98	22.009395774
1549	5	65	17.227038655
400	3	1	-0.436349756
2622	1	81	12.432805522
1579	2	2	-0.408457596
2237	3	79	14.340590606
962	3	90	20.038832179
1275	5	21	7.54321798
2083	3	7	11.354431457
283	2	27	5.4629530685
2649	3	50	4.1570217287
333	1	40	2.1517221045
2778	5	81	12.515954844
2397	4	15	5.1310006976
1716	1	96	13.920008777
1955	2	41	6.3965926112
2180	5	98	16.473927306
2030	1	23	10.39150995
2697	4	44	9.8626691376
1605	5	91	14.963240515
2663	5	19	14.108401744
479	2	82	12.380229286
1032	2	45	4.8973718984
749	2	66	13.829055104
2585	3	45	8.9262375917
1448	5	73	15.613962841
1639	2	26	9.0013239367
2770	4	5	14.302328004
488	2	61	7.0998226753
2208	4	98	14.3727788
401	2	5	-1.767276314
2798	3	36	13.153449087
177	3	13	1.8383935952
135	2	81	11.059072331
597	1	75	12.554913149
2621	2	88	15.2824505
1670	4	89	11.301359438
318	4	80	12.009625678
1825	2	33	5.010900028
2978	5	47	10.889039323
2835	5	90	16.734993734
2874	5	30	3.0665551665
669	4	67	14.676492974
734	5	40	12.305071158
2653	4	3	5.2553896649
432	5	42	5.0260258203
1970	3	65	17.657878391
208	4	74	13.620423868
81	3	40	4.5150357709
260	1	32	5.1310855964
2499	2	48	7.1048087617
955	3	68	5.4413952371
942	3	84	7.3691020618
1970	3	65	10.150794926
2309	5	28	8.8777895021
2680	2	70	7.2025401973
2055	2	90	13.960733647
321	4	36	6.4497598825
2875	4	24	-1.546957257
285	4	66	12.89910891
2289	1	75	10.147057388
200	5	75	11.999357645
214	2	49	11.236735393
826	4	6	-0.820790226
1706	2	58	11.92000412
2151	1	46	11.458266878
93	5	92	14.793036514
2168	4	63	11.602199515
1281	4	83	12.043713058
1098	3	79	12.935780755
132	2	36	7.3262030389
1372	5	43	7.7897992111
2967	1	92	18.711801344
1128	1	45	5.1350513164
358	2	76	16.336449307
2251	4	41	-1.044198266
2548	3	26	7.6719907309
1525	1	52	8.2782594843
2289	1	75	7.403546576
1667	5	20	13.366081483
1825	2	33	1.5062217037
916	4	95	18.17780504
920	1	66	14.765790025
2269	2	10	6.93260415
535	3	81	9.7743905115
1973	1	49	8.6694272863
1235	5	21	13.384685662
1102	4	33	13.571928696
1121	3	74	10.900783372
2515	3	3	3.467326624
2112	2	73	10.193573366
1142	5	67	15.047753329
33	4	32	2.563928185
659	5	56	16.018923982
2554	3	2	2.0470860353
1130	1	58	1.9684747601
772	4	49	16.790400547
1687	2	25	1.1787502759
2417	2	37	5.0678988775
2925	4	9	10.482369803
2201	5	1	9.6157511201
1109	2	8	6.7221897749
752	1	53	5.8809770566
1238	3	74	12.13069654
313	2	23	3.3099958308
2872	4	44	9.3668581551
719	1	25	6.6333807064
609	4	93	13.529984805
2615	5	84	13.974863089
1914	4	48	8.9792692606
719	1	25	-2.746612455
579	4	5	5.8531411437
2104	3	16	3.0326972983
1438	1	15	8.8324446887
710	1	1	3.4151122991
2750	4	93	11.5425828
2264	1	14	11.825701804
1546	2	60	13.242512955
2239	4	95	14.291192858
1234	5	99	17.759110777
2986	4	84	9.841801986
780	1	32	-4.815799542
1356	1	47	5.1734733889
485	1	15	-0.212734955
2845	3	98	10.6288109
1764	1	11	1.5611877774
1031	5	21	10.30883484
564	4	36	1.9615238354
488	2	61	5.9428579717
1730	5	43	12.005852641
2619	2	54	16.214692854
1026	2	81	9.913864259
1751	2	46	8.9514429766
1734	3	74	9.9900037725
2913	5	51	9.5441331827
2762	5	45	12.96008447
983	4	50	15.259758877
51	3	94	15.527255199
660	1	34	1.6416755898
1939	1	20	-0.205293138
416	1	31	1.8455436056
1337	3	38	11.169028544
2915	1	70	7.2114684971
1584	1	53	13.014221212
2387	2	83	14.041342415
1368	2	21	4.800434201
84	2	47	11.679091393
821	1	92	13.921932545
1296	4	65	11.494896526
212	4	22	9.3699536927
2016	4	20	9.1121574345
2206	3	3	5.340466774
2727	2	73	17.839351276
1278	1	93	7.8265281308
444	5	7	4.9445074642
2395	5	48	12.429863508
163	5	12	15.070103959
2628	4	38	13.493664912
409	5	30	13.917921961
2797	2	98	11.543375348
1586	1	78	13.872287629
1968	1	25	10.204268809
816	3	100	15.848427299
281	2	43	9.0216710466
1800	1	16	4.1812461552
2307	5	6	8.9871708982
1050	3	76	15.835889689
1882	3	1	7.971212185
1811	4	74	7.5214920421
1184	2	22	4.1184809482
2018	4	92	8.9415643203
2675	2	11	-0.105127883
2156	1	68	3.7469398206
250	2	54	6.5902647833
799	2	35	2.5786160383
1973	1	49	7.4522435787
2535	5	60	9.1602987194
586	1	39	11.587849863
1884	5	20	9.840155866
552	4	58	4.8857578348
1657	2	37	4.8951329427
954	1	56	3.8570824489
1205	4	61	13.787989871
1054	5	86	20.132996475
595	1	100	16.618890468
2670	1	3	-0.145632375
1958	2	85	10.423540113
2620	2	50	6.9089742037
112	2	68	12.057824174
827	1	35	6.1698326046
2524	5	58	8.0422545218
1305	2	36	5.4127524941
2656	3	28	9.3897632397
262	3	79	11.967528373
1454	4	4	7.8092059703
1379	4	38	6.4677554941
1681	5	1	1.7174596559
1621	3	82	10.325067005
1862	2	99	12.935008106
84	2	47	10.196925832
670	2	49	15.065994338
2716	2	46	11.607120229
2617	2	62	8.3170158813
1562	4	52	13.066773045
576	4	33	14.178778713
580	3	84	9.7608541381
2354	5	88	19.70934975
79	1	23	5.4995446264
1987	3	58	9.5614830013
188	3	18	9.9957319133
685	1	80	8.8331505702
1589	1	5	-2.311768944
2708	3	73	11.946501512
2299	4	61	7.934950961
1063	1	88	19.058546364
897	1	91	16.711044575
2449	3	13	1.4027681657
2027	4	88	16.030907314
495	2	59	5.7969814383
637	4	92	12.362930825
117	5	7	5.278322093
292	1	46	-0.266471191
1763	3	90	20.500816436
2499	2	48	4.9353596858
1697	2	20	4.3728835921
2244	5	6	5.5481673955
66	4	58	6.1971883187
1460	5	98	12.785420566
1148	2	70	11.99142878
746	2	67	10.01709704
2627	4	41	11.692246345
783	1	87	9.909904621
1440	2	24	5.9708199192
1316	1	75	10.743652185
604	3	57	8.7820179901
205	3	40	7.1480242718
1569	1	17	6.664832193
2042	3	82	17.346170227
1558	5	98	14.950359882
2485	4	63	10.466421429
948	4	1	2.1992013194
297	3	18	5.0055196448
2759	4	42	9.3528798863
170	3	52	7.6607489137
2652	1	37	5.7244662843
1358	3	15	1.7448419355
2103	3	64	7.8677567334
1687	2	25	-3.510475365
2712	5	38	4.172734708
1678	5	5	9.5386862762
1862	2	99	3.7798686745
2041	3	13	-2.724958791
2538	4	55	11.979492411
189	5	43	8.9380087752
2977	1	55	10.044416577
477	2	94	13.530490139
2629	5	17	5.8773123333
8	1	63	10.149522921
1640	2	79	17.39361924
732	3	99	13.826986582
2352	3	68	9.3744291325
1503	2	73	7.3214177361
2902	5	39	13.025158996
217	2	86	9.2440029058
2749	4	60	12.399365795
2361	2	31	8.0275673131
1472	4	63	16.45720329
1699	3	50	8.6609826253
1011	3	23	3.8636944416
1228	1	99	6.375810942
448	5	56	11.325269671
760	1	37	9.7807481877
842	3	92	8.7543674282
709	2	65	13.103178321
2265	4	64	12.533053235
2924	1	82	6.655688343
1058	1	65	8.0785543213
2924	1	82	11.430497278
774	2	2	-0.398900391
2676	1	15	4.4867302611
2632	4	70	9.6877359724
252	4	47	5.2859454058
940	3	89	10.78312389
36	2	69	9.1286591387
772	4	49	13.896199052
167	4	4	-0.136286131
771	5	60	16.269911801
2384	1	31	8.240916512
324	1	95	10.27684859
2799	3	89	14.308641661
1934	4	79	15.821223721
406	4	84	20.837638253
2053	2	89	12.731895244
2617	2	62	10.746271743
1170	5	88	12.050891781
1182	5	65	7.2577874721
246	2	61	8.4352548451
4	5	46	8.2585587713
1445	4	99	18.555825626
2014	5	39	12.692492043
2455	1	50	10.886640352
2462	1	92	8.6217618058
420	3	75	8.5862181438
490	5	80	16.952168265
2863	5	65	8.617665982
1621	3	82	3.6105383932
995	1	35	9.1804465674
107	5	83	17.55112786
1707	3	14	9.1741454911
2448	5	84	12.948592947
1336	1	98	16.170094318
2494	4	28	10.267070988
721	5	43	10.8274812
1873	2	3	-2.02802279
2151	1	46	3.7528579504
1734	3	74	11.907983596
2620	2	50	4.0451317005
2271	3	29	9.1229905666
2899	5	7	-0.212149813
813	1	68	9.4655025264
266	4	63	10.889865239
412	4	88	16.97337934
1411	2	18	3.4250663298
803	5	43	17.079288554
2602	3	8	8.4149649334
