MArray	Dye	Trt	Pin	Dip	Gene	log2i
3	2	3	1	1	64	7.5660286186
3	2	3	1	2	67	7.6660101687
3	2	3	3	1	44	9.5473393658
3	2	3	4	3	390	12.376140172
3	2	3	3	4	208	10.397290416
3	2	3	4	3	8	10.226077465
3	2	3	2	4	2	8.4579640735
3	2	3	2	3	177	9.2256184461
3	2	3	4	3	113	10.856035886
3	2	3	4	4	301	12.207134988
3	2	3	1	1	198	8.1026646909
3	2	3	2	1	285	10.171471867
3	2	3	4	4	310	11.834191544
3	2	3	1	4	280	8.87556165
3	2	3	2	2	428	10.947258955
3	2	3	1	2	408	9.6911147803
3	2	3	1	3	306	8.9557694315
3	2	3	1	4	311	8.9472318831
3	2	3	2	2	309	9.8447319178
3	2	3	3	1	498	12.226616554
3	2	3	4	1	492	12.956398931
3	2	3	1	1	410	9.3470081162
3	2	3	3	4	489	12.381994262
3	2	3	4	2	346	12.076234219
3	2	3	3	4	415	11.870028754
3	2	3	3	3	262	10.68167428
3	2	3	4	1	102	10.935372865
3	2	3	2	3	40	8.4685636796
3	2	3	3	2	56	9.2946301332
3	2	3	4	2	419	12.596030821
3	2	3	2	2	361	10.254908121
3	2	3	3	3	136	9.9823124917
3	2	3	1	1	444	9.7860544043
3	2	3	2	4	306	10.019938982
3	2	3	1	1	330	9.0572527694
3	2	3	4	4	444	12.5537091
3	2	3	1	2	181	8.1964663989
3	2	3	1	4	142	7.5440699759
3	2	3	1	3	154	7.7763504872
3	2	3	4	4	376	12.699301076
3	2	3	3	4	23	9.1499074643
3	2	3	1	2	58	7.3296442682
3	2	3	1	2	83	7.6012923427
3	2	3	4	2	80	10.720060683
3	2	3	1	4	177	8.1932286439
3	2	3	3	3	255	10.50352199
3	2	3	1	4	382	9.4656419698
3	2	3	2	1	187	9.3904962399
3	2	3	1	2	493	10.186366824
3	2	3	3	4	381	11.546935258
3	2	3	4	2	415	12.533121605
3	2	3	3	4	432	12.067613489
3	2	3	2	2	376	10.396255838
3	2	3	2	2	150	9.1386135759
3	2	3	4	3	469	12.934437043
3	2	3	2	4	212	9.441864717
3	2	3	4	1	430	12.611923794
3	2	3	1	2	222	8.1927510318
3	2	3	3	4	54	9.3085283779
3	2	3	4	2	119	10.658574774
3	2	3	4	1	268	11.628846498
3	2	3	1	1	218	8.5922384431
3	2	3	3	1	189	10.272792539
3	2	3	4	4	143	11.160794678
3	2	3	4	3	240	11.5265628
3	2	3	3	4	207	10.721753044
3	2	3	3	2	466	11.874124204
3	2	3	2	3	15	8.1447118893
3	2	3	1	2	56	6.9928473752
3	2	3	1	3	311	8.9899204575
3	2	3	2	3	236	9.6872226144
3	2	3	2	2	374	10.603772779
3	2	3	3	1	294	10.863810002
3	2	3	4	1	241	11.621722142
3	2	3	1	1	320	9.1448445279
3	2	3	3	2	458	11.782067374
3	2	3	3	4	108	10.004008266
3	2	3	4	4	256	11.84264252
3	2	3	1	1	170	7.8852802036
3	2	3	2	2	367	10.534483426
3	2	3	2	2	499	11.129710085
3	2	3	1	2	259	8.5374936796
3	2	3	4	4	420	12.671133242
3	2	3	2	1	485	11.008500214
3	2	3	3	2	342	11.123398194
3	2	3	2	1	53	8.6437981343
3	2	3	3	3	272	10.616822211
3	2	3	2	1	121	8.8074365765
3	2	3	3	4	453	11.955475479
3	2	3	1	4	127	7.9146917278
3	2	3	2	3	340	9.8428683655
3	2	3	2	1	180	9.3408057807
3	2	3	3	2	24	9.5876029326
3	2	3	3	4	45	9.5214565267
3	2	3	4	4	197	11.247440497
3	2	3	3	2	288	10.987327545
3	2	3	3	1	435	12.04470694
3	2	3	3	3	89	9.5472740993
3	2	3	1	2	241	8.435559047
3	2	3	4	3	181	11.054843305
3	2	3	4	1	243	11.270744153
3	2	3	3	2	408	11.752252003
3	2	3	3	2	236	10.632473918
3	2	3	4	4	423	12.758677825
3	2	3	1	3	158	7.8337643535
3	2	3	3	4	163	10.297736264
3	2	3	1	4	165	8.3186292658
3	2	3	1	1	448	9.6714191574
3	2	3	4	1	311	12.262073747
3	2	3	2	4	308	10.184167748
3	2	3	4	1	18	10.658911342
3	2	3	3	2	378	11.6308999
3	2	3	1	1	350	9.0714467454
3	2	3	1	1	494	9.8129920938
3	2	3	2	4	301	10.078244574
3	2	3	1	3	406	9.1904715879
3	2	3	2	1	409	10.616967837
3	2	3	4	3	56	10.343126658
3	2	3	2	1	312	10.06525865
3	2	3	4	2	493	13.108425051
3	2	3	1	2	66	7.7120615045
3	2	3	1	3	301	9.0651257661
3	2	3	1	2	350	9.3446349533
3	2	3	4	1	489	13.204069358
3	2	3	4	2	226	11.435636599
3	2	3	2	3	171	9.1533740514
3	2	3	3	3	215	10.367415394
3	2	3	3	3	109	9.470644779
3	2	3	4	1	112	11.024340706
3	2	3	4	3	212	11.020680442
3	2	3	2	4	261	9.8930495675
3	2	3	2	1	82	8.6448815526
3	2	3	4	3	340	12.020837745
3	2	3	4	3	114	10.769620867
3	2	3	2	4	279	9.9088830495
3	2	3	4	4	287	12.097118253
3	2	3	2	4	334	10.43186378
3	2	3	3	3	252	10.639744578
3	2	3	2	4	46	8.4333148475
3	2	3	4	1	182	11.492848852
3	2	3	2	4	478	10.804267044
3	2	3	4	4	273	11.775031966
3	2	3	3	1	139	10.237259795
3	2	3	1	4	154	8.247694472
3	2	3	3	2	385	11.481002348
3	2	3	4	1	229	11.461521462
3	2	3	3	4	315	10.898096026
3	2	3	1	3	420	9.2639488374
3	2	3	3	4	471	12.31213371
3	2	3	4	3	116	10.782143951
3	2	3	2	1	447	10.950309688
3	2	3	4	1	35	10.467088504
3	2	3	2	4	472	11.000874724
3	2	3	3	2	24	9.4332537399
3	2	3	4	3	95	10.647767077
3	2	3	4	3	21	10.35377091
3	2	3	3	3	448	11.795931428
3	2	3	2	4	422	10.659613807
3	2	3	1	2	154	7.8575850316
3	2	3	1	3	126	7.5165177351
3	2	3	3	2	46	9.1847924714
3	2	3	3	1	378	11.554361197
3	2	3	2	1	93	8.7056851563
3	2	3	1	2	117	7.585275522
3	2	3	1	2	317	9.0198183261
3	2	3	1	3	87	7.6699751283
3	2	3	2	3	220	9.2334133169
3	2	3	1	1	287	8.8620178069
3	2	3	2	4	239	9.5733794494
3	2	3	4	2	277	11.974951498
3	2	3	4	3	259	11.262735396
3	2	3	2	4	184	9.611118907
3	2	3	4	1	390	12.199716067
3	2	3	3	1	98	9.5424160366
3	2	3	4	4	87	10.853671737
3	2	3	2	3	335	10.109286232
3	2	3	2	3	388	10.280587903
3	2	3	4	3	182	11.036837613
3	2	3	4	1	473	13.124332465
3	2	3	1	3	205	8.2816233235
3	2	3	3	4	80	9.8979329405
3	2	3	3	4	324	11.316120293
3	2	3	4	1	429	12.656364311
3	2	3	2	4	200	9.386977077
3	2	3	4	2	37	10.368493008
3	2	3	4	3	112	10.690136121
3	2	3	1	3	291	8.4541656041
3	2	3	2	4	392	10.863627006
3	2	3	4	3	156	11.040386443
3	2	3	2	4	177	9.2074666189
3	2	3	4	2	425	12.660771804
3	2	3	3	2	320	11.104966369
3	2	3	3	3	371	11.18813599
3	2	3	2	4	389	10.639032728
3	2	3	3	1	21	9.2409176123
3	2	3	3	1	1	9.265159543
3	2	3	3	4	369	11.318104975
3	2	3	3	2	370	11.489985067
3	2	3	4	3	346	12.125306872
3	2	3	4	3	16	10.282266966
3	2	3	4	2	345	12.01267788
3	2	3	1	1	423	9.4310778669
3	2	3	3	3	103	9.8052680476
3	2	3	3	3	313	11.084912157
3	2	3	3	2	220	10.43977727
3	2	3	4	2	356	12.359884914
3	2	3	4	1	490	13.487569148
3	2	3	2	1	459	10.937977551
3	2	3	3	1	490	12.304144183
3	2	3	4	1	481	12.977631255
3	2	3	4	4	394	12.716234035
3	2	3	3	1	467	12.035311857
3	2	3	1	2	121	7.5963638107
3	2	3	3	4	355	11.420804102
3	2	3	3	1	20	9.4304035244
3	2	3	1	3	247	8.6172470732
3	2	3	1	3	282	8.6334690266
3	2	3	1	1	73	7.547504617
3	2	3	1	2	283	8.6432236126
3	2	3	2	2	425	10.890551731
3	2	3	3	2	186	10.319713102
3	2	3	3	2	15	8.9132180439
3	2	3	4	3	254	11.733239524
3	2	3	4	1	150	11.193403007
3	2	3	3	1	19	9.0654043524
3	2	3	4	1	155	11.363985383
3	2	3	2	3	278	9.9423914155
3	2	3	4	2	328	12.152836128
3	2	3	1	1	10	7.0179761675
3	2	3	2	2	420	10.427827591
3	2	3	2	3	179	9.1281407635
3	2	3	1	4	243	8.5044428794
3	2	3	1	4	301	9.0881027359
3	2	3	4	3	128	11.051216017
3	2	3	4	4	145	10.630019934
3	2	3	3	3	107	9.6058233287
3	2	3	4	2	491	13.047687391
3	2	3	4	2	244	11.621989322
3	2	3	4	3	449	12.783326851
3	2	3	4	2	186	11.336240652
3	2	3	3	2	116	9.950139517
3	2	3	1	3	429	9.6569085817
3	2	3	1	2	80	7.5406541309
3	2	3	2	1	345	10.257910228
3	2	3	1	1	140	8.0015113306
3	2	3	1	3	495	9.8531822194
3	2	3	1	4	486	9.9682696479
3	2	3	2	2	361	10.061958133
3	2	3	4	4	245	11.587774519
3	2	3	2	4	499	11.146694509
3	2	3	2	3	139	8.7788629263
3	2	3	2	3	310	10.100485053
3	2	3	1	1	77	7.6764532178
3	2	3	3	3	230	10.38140699
3	2	3	4	3	73	10.540251885
3	2	3	1	2	30	7.2895866095
3	2	3	1	4	439	9.8883484351
3	2	3	2	2	37	8.320307382
3	2	3	1	2	296	8.6649094309
3	2	3	1	3	108	7.834247292
3	2	3	1	2	179	8.0369123427
3	2	3	4	4	36	10.299891032
3	2	3	4	1	166	11.238067306
3	2	3	2	4	29	8.3633208197
3	2	3	1	4	70	7.6028038876
3	2	3	3	4	365	11.362714396
3	2	3	2	3	28	8.3872479515
3	2	3	1	4	56	7.262891423
3	2	3	1	4	209	8.2861596905
3	2	3	3	1	114	9.7874504464
3	2	3	3	3	121	9.6699065979
3	2	3	4	2	43	10.603906644
3	2	3	1	4	497	9.9728136062
3	2	3	4	1	453	12.820146802
3	2	3	1	3	464	9.7813051958
3	2	3	2	2	376	10.415941967
3	2	3	4	4	326	12.282161928
3	2	3	4	3	351	12.008716091
3	2	3	1	2	387	9.4797228532
3	2	3	3	3	348	11.291480345
3	2	3	3	4	230	10.537797232
3	2	3	4	4	88	10.666523794
3	2	3	3	1	47	9.5805183638
3	2	3	4	1	294	12.047646423
3	2	3	2	4	386	10.870289634
3	2	3	4	4	39	10.468698981
3	2	3	1	1	419	9.7708208566
3	2	3	4	2	291	11.916671363
3	2	3	4	1	97	11.029099526
3	2	3	2	2	123	9.0291802052
3	2	3	3	2	76	9.4963417648
3	2	3	1	4	144	7.7778478529
3	2	3	1	1	390	9.2736487685
3	2	3	4	3	159	11.313153106
3	2	3	2	3	392	10.449163781
3	2	3	3	3	46	9.3105131553
3	2	3	1	1	430	9.7225798797
3	2	3	3	4	432	11.897944872
3	2	3	4	2	476	13.071914072
3	2	3	3	2	96	9.4640908409
3	2	3	2	4	30	8.3420779147
3	2	3	1	4	440	9.826956142
3	2	3	4	4	304	12.142805773
3	2	3	1	3	43	7.347616791
3	2	3	1	3	482	9.8638356536
3	2	3	3	2	173	10.160764105
3	2	3	1	2	6	7.0724140951
3	2	3	2	3	364	10.249677713
3	2	3	2	1	181	9.3592145269
3	2	3	1	1	163	7.6989867647
3	2	3	4	4	103	10.763822234
3	2	3	2	3	35	8.2510824316
3	2	3	4	1	289	12.234808815
3	2	3	2	4	212	9.6297868663
3	2	3	3	2	211	10.495731136
3	2	3	3	4	326	11.108283443
3	2	3	4	2	263	11.899939561
3	2	3	1	2	342	9.1751785094
3	2	3	4	2	39	10.300409948
3	2	3	1	1	83	7.6433948836
3	2	3	2	4	168	9.2268372489
3	2	3	3	1	252	10.757464662
3	2	3	2	3	242	9.4536533255
3	2	3	2	4	444	10.654505017
3	2	3	4	1	394	12.52890259
3	2	3	1	1	336	9.1215525674
3	2	3	2	2	5	8.2150907495
3	2	3	1	3	151	7.7705987836
3	2	3	2	3	63	8.3807728833
3	2	3	2	1	147	8.7682786066
3	2	3	3	1	236	10.449487827
3	2	3	1	1	328	8.9930593212
3	2	3	3	3	91	9.7273084248
3	2	3	4	4	276	11.743395629
3	2	3	3	4	454	11.767233601
3	2	3	2	1	314	9.9725497104
3	2	3	1	4	216	8.3395465175
3	2	3	1	3	271	8.5350317268
3	2	3	1	4	170	8.0578937745
3	2	3	1	3	245	8.1821268708
3	2	3	2	3	261	9.5338911669
3	2	3	4	4	403	12.741975165
3	2	3	1	4	207	8.1787147042
3	2	3	3	3	477	11.909805941
3	2	3	3	4	337	11.06117071
3	2	3	1	1	170	8.0653196882
3	2	3	3	3	45	9.3745318554
3	2	3	3	3	484	11.954269145
3	2	3	4	4	70	10.554607719
3	2	3	3	4	318	11.271644929
3	2	3	4	3	106	11.110018862
3	2	3	4	3	304	11.893663708
3	2	3	4	3	161	11.099659105
3	2	3	3	3	448	11.822675114
3	2	3	3	2	398	11.515812954
3	2	3	1	4	179	8.2115073187
3	2	3	4	4	198	11.728921164
3	2	3	1	3	175	7.8461185805
3	2	3	1	4	38	6.935162102
3	2	3	1	2	469	9.8226116203
3	2	3	2	4	71	8.8075077771
3	2	3	4	4	374	12.346590136
3	2	3	4	1	37	10.309754261
3	2	3	1	3	231	8.6400420215
3	2	3	4	3	477	13.128625558
3	2	3	3	3	436	11.892830472
3	2	3	2	3	244	9.4425592512
3	2	3	3	1	124	9.8963667234
3	2	3	4	1	138	11.157015359
3	2	3	1	4	458	9.5390304267
3	2	3	2	4	361	10.46625228
3	2	3	2	2	419	10.695998681
3	2	3	2	4	283	10.196211618
3	2	3	4	4	50	10.472773617
3	2	3	3	1	253	10.53834224
3	2	3	4	2	281	12.03262736
3	2	3	1	3	377	9.2843244926
3	2	3	3	4	99	9.8377829521
3	2	3	4	3	375	12.716436935
3	2	3	3	3	237	10.635947864
3	2	3	3	2	24	9.4554784428
3	2	3	4	3	332	12.114207476
3	2	3	4	4	311	12.004424299
3	2	3	2	3	495	11.350953637
3	2	3	4	4	66	10.793306913
3	2	3	1	2	37	7.0472068686
3	2	3	3	3	198	10.328251026
3	2	3	2	4	334	10.466122376
3	2	3	2	2	160	9.1371587175
3	2	3	4	4	281	11.746617125
3	2	3	1	2	372	8.9850849774
3	2	3	3	3	193	9.8847407882
3	2	3	4	4	350	12.131581739
3	2	3	3	4	422	11.715174993
3	2	3	3	4	336	11.457882976
3	2	3	2	3	400	10.774530204
3	2	3	3	1	9	9.3272769733
3	2	3	4	3	487	13.2518683
3	2	3	4	2	71	10.720472198
3	2	3	1	2	34	7.2531862323
3	2	3	2	2	137	8.8612797972
3	2	3	2	1	62	8.7277586772
3	2	3	2	2	172	9.3441982758
3	2	3	3	4	467	12.241677689
3	2	3	1	3	130	7.8508430451
3	2	3	4	3	114	10.992592845
3	2	3	2	4	421	10.607428273
3	2	3	3	2	139	9.9119162739
3	2	3	3	2	222	10.346714727
3	2	3	4	3	412	12.538247812
3	2	3	2	3	450	10.605671997
3	2	3	4	3	52	10.484907644
3	2	3	4	2	302	12.22030316
3	2	3	3	3	381	11.448394633
3	2	3	4	2	131	10.96170945
3	2	3	4	3	29	10.194483241
3	2	3	1	1	178	8.2825622058
3	2	3	4	2	225	11.406079072
3	2	3	2	2	329	10.169790728
3	2	3	2	1	459	10.830017751
3	2	3	1	4	437	9.5052441579
3	2	3	1	1	362	8.9165742634
3	2	3	4	1	112	10.959464341
3	2	3	2	2	71	8.4177172004
3	2	3	2	1	58	8.51692066
3	2	3	3	1	296	10.896653661
3	2	3	3	3	192	10.083677303
3	2	3	4	4	492	13.138450754
3	2	3	3	2	446	11.683030504
3	2	3	3	4	295	10.901879518
3	2	3	3	1	394	11.368294294
3	2	3	3	3	346	11.177538679
3	2	3	3	4	370	11.300977344
3	2	3	4	2	92	10.434653537
3	2	3	4	3	406	12.379187903
3	2	3	4	2	103	10.765688939
3	2	3	1	1	87	7.4974048952
3	2	3	2	2	114	8.8923238068
3	2	3	2	4	139	9.2301028848
3	2	3	3	2	487	12.164611461
3	2	3	1	3	283	9.0118998577
3	2	3	4	2	421	13.108533131
3	2	3	4	4	215	11.515237032
3	2	3	1	4	212	8.4748848259
3	2	3	3	3	189	10.136891504
3	2	3	2	3	60	8.4814741395
3	2	3	3	2	49	9.3526527408
3	2	3	4	2	53	10.15575018
3	2	3	2	2	313	10.014093288
3	2	3	4	3	67	10.591886516
3	2	3	4	2	48	10.326489756
3	2	3	3	2	100	9.8281031682
3	2	3	4	4	183	11.312845148
3	2	3	4	2	168	11.180604052
3	2	3	3	4	70	9.4305504743
3	2	3	1	3	229	8.3297107209
3	2	3	1	2	320	9.1079774658
3	2	3	2	2	290	9.9198559768
3	2	3	3	2	159	10.21047169
3	2	3	1	2	410	9.5841877907
3	2	3	3	3	430	11.783327365
3	2	3	3	2	373	11.510769345
3	2	3	2	4	484	11.004857282
3	2	3	2	4	82	8.5489416118
3	2	3	3	1	5	9.3023885488
3	2	3	4	4	22	10.385127186
3	2	3	3	1	114	10.202723438
3	2	3	2	2	113	8.7351347765
3	2	3	2	3	35	8.4479862458
3	2	3	2	2	99	8.8934132179
3	2	3	2	3	49	8.2920409798
3	2	3	2	2	266	9.9270246742
3	2	3	1	1	225	8.723659584
3	2	3	3	4	194	10.433291431
3	2	3	1	2	137	7.7863416858
3	2	3	1	2	384	9.34186377
3	2	3	1	4	352	9.3109343556
3	2	3	1	1	272	8.7355392656
3	2	3	1	1	285	8.6186364469
3	2	3	3	1	214	10.447569566
3	2	3	3	2	422	11.509487278
3	2	3	1	3	249	8.4628257263
3	2	3	4	3	42	10.321615115
3	2	3	2	1	251	9.7140736944
3	2	3	2	1	91	8.7378977396
3	2	3	4	1	88	10.559009782
3	2	3	2	1	217	9.5183174011
3	2	3	3	1	306	10.979174314
3	2	3	1	3	414	9.4814944219
3	2	3	1	4	153	8.2889432582
3	2	3	2	1	126	9.0977000652
3	2	3	2	2	122	8.8510084794
3	2	3	1	2	470	9.7513482369
3	2	3	3	4	474	11.892236854
3	2	3	1	1	161	8.0426783096
3	2	3	3	2	137	9.8118862179
3	2	3	4	1	413	12.903233016
3	2	3	1	1	260	8.3337726078
3	2	3	1	1	342	9.2965277334
3	2	3	1	4	213	8.45897591
3	2	3	1	2	391	9.6382949668
3	2	3	3	4	297	10.874585694
3	2	3	1	4	384	9.379130556
3	2	3	3	2	82	9.4405597856
3	2	3	1	4	106	7.7284610437
3	2	3	2	3	7	8.2734354419
3	2	3	1	1	392	9.402175413
3	2	3	3	3	77	9.650760191
3	2	3	2	2	361	10.490941525
3	2	3	3	4	384	11.598026744
3	2	3	1	3	271	8.9088085328
3	2	3	3	2	77	9.743654528
3	2	3	1	2	238	8.5166227437
3	2	3	4	4	458	12.932156615
3	2	3	2	2	348	10.194786593
3	2	3	3	3	406	11.258803364
3	2	3	3	3	319	10.921471527
3	2	3	4	1	258	11.854259983
3	2	3	2	3	485	10.912287704
3	2	3	4	4	386	12.599604133
3	2	3	4	4	433	12.812217089
3	2	3	1	4	255	8.4761552133
3	2	3	3	3	283	10.967412757
3	2	3	3	3	115	9.8739645202
3	2	3	4	2	252	11.490279869
3	2	3	4	3	421	12.837838861
3	2	3	2	1	98	8.7674443013
3	2	3	4	4	431	12.738512289
3	2	3	1	1	164	8.0757249938
3	2	3	4	3	50	10.385525382
3	2	3	4	2	255	11.523279794
3	2	3	1	1	40	7.3984076407
3	2	3	3	1	368	11.416398008
3	2	3	4	4	362	12.511218678
3	2	3	2	1	471	11.178364131
3	2	3	4	1	221	11.477914662
3	2	3	3	2	464	11.809240614
3	2	3	3	3	234	10.598917106
3	2	3	4	2	435	12.661633262
3	2	3	4	3	17	10.296379734
3	2	3	3	3	94	9.601977234
3	2	3	3	3	33	9.1480652686
3	2	3	3	3	434	11.595391654
3	2	3	1	2	47	7.2438494965
3	2	3	2	2	463	10.820724183
3	2	3	1	2	78	7.5844101923
3	2	3	4	2	379	12.679840834
3	2	3	3	1	193	10.290463059
3	2	3	4	1	159	11.177440241
3	2	3	3	4	400	11.569239838
3	2	3	3	3	284	10.659721608
3	2	3	3	1	213	10.31892628
3	2	3	4	4	140	11.017650345
3	2	3	1	1	259	8.3670780605
3	2	3	2	2	360	10.233299505
3	2	3	2	3	150	8.9976055912
3	2	3	2	2	449	11.135520738
3	2	3	3	1	16	9.243907994
3	2	3	3	2	90	9.8224679843
3	2	3	2	3	459	10.915677244
3	2	3	1	4	200	8.0488280064
3	2	3	3	4	118	9.7006094987
3	2	3	2	4	13	8.4504948257
3	2	3	3	4	225	10.611640713
3	2	3	1	3	321	9.1679999142
3	2	3	4	2	411	12.547795772
3	2	3	1	4	34	7.4550441851
3	2	3	2	3	309	9.7723929005
3	2	3	3	1	204	10.283439481
3	2	3	4	3	187	11.408523307
3	2	3	3	4	125	9.9831970228
3	2	3	2	4	394	10.66772731
3	2	3	1	1	423	9.4626407461
3	2	3	3	2	106	9.6210070961
3	2	3	1	3	464	9.7730853171
3	2	3	2	3	401	10.596496097
3	2	3	2	4	146	9.2146454113
3	2	3	4	2	223	11.401025475
3	2	3	2	4	204	9.2232166726
3	2	3	4	4	143	11.1622148
3	2	3	1	3	410	9.5080805056
3	2	3	1	1	282	8.6972491686
3	2	3	2	4	155	9.2372690333
3	2	3	3	1	86	9.6251897131
3	2	3	2	4	15	8.5251405196
3	2	3	2	4	211	9.4085600845
3	2	3	2	2	200	9.2891405338
3	2	3	1	3	362	9.0697824713
3	2	3	2	3	243	9.2103470881
3	2	3	2	2	300	9.8076748888
3	2	3	1	2	266	8.6652275945
3	2	3	3	4	457	12.240429374
3	2	3	3	1	10	9.2119544787
3	2	3	4	1	286	11.809856045
3	2	3	1	4	58	7.3609395121
3	2	3	3	3	414	11.518979383
3	2	3	4	2	258	11.724913034
3	2	3	1	3	301	8.9507481305
3	2	3	4	3	2	10.069202664
3	2	3	1	2	334	8.8899515835
3	2	3	2	3	289	9.9870707591
3	2	3	3	2	57	9.5442981286
3	2	3	2	1	70	8.6434660739
3	2	3	3	1	142	9.7192274005
3	2	3	3	3	495	12.127687042
3	2	3	4	1	38	9.9496023207
3	2	3	4	3	36	10.296062526
3	2	3	4	1	1	10.037498754
3	2	3	1	3	145	8.0138016072
3	2	3	4	2	235	11.691916107
3	2	3	1	3	223	8.4330915117
3	2	3	1	2	330	8.8951685941
3	2	3	2	3	215	9.1939951796
3	2	3	4	1	61	10.531920878
3	2	3	2	4	278	10.011753105
3	2	3	4	2	191	11.216193272
3	2	3	2	4	233	9.4749833598
3	2	3	2	4	302	10.06183714
3	2	3	3	4	260	11.164362706
3	2	3	3	4	26	9.1025381519
3	2	3	1	1	284	8.820504532
3	2	3	4	4	38	10.36388308
3	2	3	4	1	409	12.704210232
3	2	3	2	2	304	9.8476491918
3	2	3	1	4	90	7.5332183424
3	2	3	4	3	264	11.92417764
3	2	3	1	3	78	7.6211569758
3	2	3	2	4	262	9.7050184296
3	2	3	1	2	303	8.7817195136
3	2	3	4	2	279	11.864539659
3	2	3	2	1	476	11.146313622
3	2	3	2	2	12	8.2160356966
3	2	3	2	1	156	9.4173631722
3	2	3	2	4	145	9.1290956436
3	2	3	4	4	295	12.204126206
3	2	3	2	1	401	10.579734484
3	2	3	1	2	348	8.9345404306
3	2	3	1	1	103	7.9316387741
3	2	3	1	1	446	9.7782830295
3	2	3	2	4	245	9.5697837118
3	2	3	4	4	226	11.469001623
3	2	3	1	3	498	9.9172548735
3	2	3	2	3	357	10.45087497
3	2	3	2	4	186	9.4240661768
3	2	3	2	3	487	11.039986401
3	2	3	3	1	172	10.033675851
3	2	3	1	1	491	9.8044009752
3	2	3	1	3	24	7.2759880142
3	2	3	4	1	23	10.161596709
3	2	3	4	1	469	12.737994496
3	2	3	1	4	473	9.8461753156
3	2	3	4	4	288	12.066223633
3	2	3	1	2	61	7.6134723083
3	2	3	2	4	438	10.832527315
3	2	3	3	4	488	12.140552432
3	2	3	4	3	437	12.57320789
3	2	3	2	2	110	8.6431385231
3	2	3	2	2	410	10.444433011
3	2	3	3	1	213	10.367446384
3	2	3	4	2	329	12.388515714
3	2	3	3	4	335	11.128756154
3	2	3	2	4	86	8.5286242359
3	2	3	1	1	279	8.7902212109
3	2	3	2	2	267	9.8856040243
3	2	3	3	3	375	11.575267774
3	2	3	3	4	27	9.2425697051
3	2	3	4	3	390	12.419199408
3	2	3	4	4	57	10.797626995
3	2	3	3	1	456	12.117011683
3	2	3	3	3	303	10.94276096
3	2	3	4	4	382	12.466033975
3	2	3	4	1	351	12.169802333
3	2	3	2	1	354	10.401750188
3	2	3	4	3	38	10.436298007
3	2	3	1	4	279	8.8485426375
3	2	3	1	2	30	7.1256955389
3	2	3	1	4	226	8.5566435159
3	2	3	4	4	376	12.559410165
3	2	3	1	3	212	8.4146618234
3	2	3	1	3	471	10.002701074
3	2	3	4	1	269	11.772900708
3	2	3	4	2	485	13.30080764
3	2	3	1	4	290	8.6895821624
3	2	3	2	3	188	9.516302087
3	2	3	2	4	116	8.7806077925
3	2	3	4	2	481	13.140101683
3	2	3	1	1	215	8.4570761144
3	2	3	2	3	398	10.690679601
3	2	3	3	3	206	10.349422437
3	2	3	1	1	17	7.3032068087
3	2	3	1	2	245	8.2869160286
3	2	3	3	2	51	9.3012325112
3	2	3	1	3	126	7.6493819686
3	2	3	4	1	17	10.457289054
3	2	3	4	2	52	10.566488547
3	2	3	2	4	84	8.6896865705
3	2	3	1	2	320	8.9122259348
3	2	3	4	4	470	13.142857591
3	2	3	3	1	357	11.449851909
3	2	3	1	3	308	8.6788058473
3	2	3	3	3	415	11.586250659
3	2	3	2	4	417	10.751120557
3	2	3	1	4	95	7.789953234
3	2	3	4	4	393	12.578705635
3	2	3	2	2	441	10.723565109
3	2	3	3	3	29	9.2901449369
3	2	3	3	2	69	9.428589942
3	2	3	2	3	226	9.3594303109
3	2	3	3	1	2	8.8032804556
3	2	3	4	4	197	11.666390402
3	2	3	1	1	432	9.602602837
3	2	3	3	3	208	10.463621147
3	2	3	4	4	268	11.747014341
3	2	3	1	1	227	8.3976346585
3	2	3	2	2	393	10.568887496
3	2	3	2	4	322	10.441623048
3	2	3	2	3	197	9.3793268598
3	2	3	3	4	484	12.274696587
3	2	3	1	1	460	9.6430254373
3	2	3	4	2	165	11.023077578
3	2	3	3	1	8	9.2528581987
3	2	3	2	3	297	10.003903545
3	2	3	4	4	126	10.943316778
3	2	3	2	3	105	8.8868419887
3	2	3	1	4	37	7.3220797972
3	2	3	3	4	280	10.827520927
3	2	3	3	3	449	11.479734637
3	2	3	3	3	203	10.291200628
3	2	3	4	4	188	11.099873188
3	2	3	3	3	412	11.734003103
3	2	3	3	1	42	9.5234747657
3	2	3	4	1	158	11.452011375
3	2	3	1	2	480	9.9966981691
3	2	3	1	2	46	7.0987620046
3	2	3	3	2	45	9.7091339095
3	2	3	2	2	121	8.6072254137
3	2	3	3	4	169	10.269032
3	2	3	4	3	416	12.629504747
3	2	3	4	3	124	11.101410005
3	2	3	3	4	260	10.787600723
3	2	3	4	2	431	12.77398871
3	2	3	4	2	271	11.856550085
3	2	3	3	1	65	9.6469821931
3	2	3	1	1	381	9.4309017948
3	2	3	4	1	307	11.914129291
3	2	3	4	2	136	11.005148097
3	2	3	3	3	41	9.2407573282
3	2	3	4	4	404	12.482921956
3	2	3	4	1	420	12.746579855
3	2	3	2	2	332	10.132049867
3	2	3	4	2	205	11.316718817
3	2	3	2	1	487	11.178434524
3	2	3	1	4	380	9.352498106
3	2	3	3	1	106	9.6804976231
3	2	3	4	2	218	11.416320574
3	2	3	3	1	345	11.471731955
3	2	3	1	1	489	10.348854988
3	2	3	3	3	250	10.479677756
